,team,spi,off,def,date
0,Liverpool,92.8,2.9,0.3,2019-10-13
1,Man City,95.2,3.3,0.2,2019-10-13
2,Chelsea,85.5,2.5,0.5,2019-10-13
3,Arsenal,80.2,2.4,0.7,2019-10-13
4,Tottenham,80.2,2.3,0.7,2019-10-13
5,Leicester,78.3,2.0,0.6,2019-10-13
6,Man United,81.0,2.1,0.5,2019-10-13
7,Crystal Palace,71.4,1.9,0.8,2019-10-13
8,Wolves,73.4,1.9,0.7,2019-10-13
9,Everton,76.9,2.0,0.6,2019-10-13
10,Bournemouth,69.1,2.1,1.0,2019-10-13
11,Burnley,70.1,1.8,0.8,2019-10-13
12,West Ham,68.8,1.9,0.9,2019-10-13
13,Southamon,70.0,1.9,0.8,2019-10-13
14,Brighton,68.6,1.8,0.8,2019-10-13
15,Sheffield Utd,66.0,1.6,0.8,2019-10-13
16,Newcastle,66.6,1.7,0.8,2019-10-13
17,Aston Villa,65.7,1.8,0.9,2019-10-13
18,Watford,66.2,1.9,1.0,2019-10-13
19,Norwich,60.3,1.8,1.1,2019-10-13
